easy_problems_solved,medium_problems_solved,hard_problems_solved,easy_problems_given,medium_problems_given,hard_problems_given,total_problems_given,total_problems_solved,next_easy,next_medium,next_hard
20,14,5,20,15,11,46,39,1,28,6
26,13,8,27,21,8,56,47,1,26,2
11,2,10,29,24,14,67,23,3,11,4
1,5,1,10,16,7,33,7,5,15,8
3,7,5,24,10,5,39,15,5,18,2
8,4,3,30,24,5,59,15,4,13,5
8,11,2,19,20,5,44,21,3,23,7
0,9,8,24,21,8,53,17,6,20,2
1,16,2,24,20,10,54,19,6,30,8
9,12,7,17,13,14,44,28,3,24,6
0,18,4,17,21,12,50,22,6,33,7
14,10,9,29,17,14,60,33,3,22,4
2,1,9,21,24,12,57,12,5,9,3
14,9,3,21,14,14,49,26,2,20,8
8,8,0,10,21,6,37,16,1,19,10
9,3,5,22,18,7,47,17,4,12,3
4,3,2,15,19,6,40,9,4,12,7
14,20,3,23,21,11,55,37,2,36,7
1,1,3,29,23,10,62,5,6,9,7
6,12,6,12,24,7,43,24,3,25,3
15,13,9,28,22,11,61,37,3,27,3
14,12,0,18,13,10,41,26,2,25,10
0,2,1,21,13,7,41,3,6,10,9
17,11,0,29,22,9,60,28,2,24,10
24,1,4,25,15,7,47,29,1,9,5
28,19,3,28,23,11,62,50,1,35,7
28,8,5,29,18,5,52,41,1,19,2
6,10,1,29,17,10,56,17,5,22,9
13,6,2,18,13,9,40,21,2,16,8
11,6,0,25,23,9,57,17,3,17,10
2,19,7,21,24,8,53,28,5,35,2
0,24,7,16,24,10,50,31,6,41,4
18,6,6,23,13,10,46,30,1,17,5
0,7,3,14,10,6,30,10,6,18,6
5,6,5,26,25,14,65,16,5,16,7
2,1,5,23,20,15,58,8,5,9,7
11,11,0,22,17,7,46,22,3,23,10
6,1,3,20,10,15,45,10,4,9,8
2,7,6,28,24,9,61,15,5,18,4
8,12,1,19,24,12,55,21,3,24,9
7,7,0,27,22,5,54,14,4,18,10
12,8,6,13,21,6,40,26,1,19,2
11,19,2,29,23,6,58,32,4,35,7
23,8,6,30,10,10,50,37,1,20,4
14,10,9,25,16,9,50,33,2,22,2
19,6,0,22,12,15,49,25,1,16,10
11,0,0,15,10,12,37,11,2,8,10
8,20,2,28,20,7,55,30,4,36,7
4,14,9,20,24,15,59,27,5,28,4
4,1,4,13,24,12,49,9,4,10,7
19,16,5,24,23,6,53,40,1,31,3
3,0,3,10,10,12,32,6,4,8,8
5,9,5,17,13,14,44,19,4,21,7
9,7,2,12,16,10,38,18,2,18,8
4,3,5,18,17,12,47,12,4,12,6
5,9,7,19,15,12,46,21,4,21,5
21,9,4,26,19,10,55,34,1,21,6
8,9,2,24,12,5,41,19,4,21,7
1,3,4,10,18,8,36,8,5,13,5
1,6,3,13,23,7,43,10,5,17,7
10,7,6,20,23,6,49,23,3,18,2
8,8,8,26,17,13,56,24,4,19,4
18,1,5,25,17,6,48,24,2,9,3
19,5,12,20,17,15,52,36,1,15,3
1,3,0,11,21,7,39,4,5,12,10
7,11,4,25,16,15,56,22,4,23,8
2,19,0,10,19,5,34,21,5,35,10
12,1,1,21,24,8,53,14,3,10,9
11,10,8,21,16,8,45,29,3,22,2
12,10,1,17,21,5,43,23,2,22,8
4,8,6,16,12,10,38,18,4,19,4
3,10,6,28,18,15,61,19,5,22,6
5,6,3,27,13,11,51,14,5,17,8
3,13,0,26,21,6,53,16,5,27,10
7,11,2,12,18,13,43,20,3,23,9
23,10,5,29,25,14,68,38,1,22,7
7,0,0,13,11,10,34,7,3,8,10
15,2,3,24,12,11,47,20,2,11,8
4,1,8,29,19,8,56,13,5,10,2
12,11,14,12,22,15,49,37,1,23,2
4,8,14,20,16,14,50,26,5,19,2
6,22,7,21,25,12,58,35,4,39,4
7,10,1,12,22,8,42,18,3,22,9
0,13,6,20,16,15,51,19,6,26,6
11,17,0,15,18,10,43,28,2,32,10
13,8,14,17,11,14,42,35,2,20,2
1,12,1,27,21,5,53,14,6,25,9
10,3,2,14,11,12,37,15,2,12,9
11,14,5,21,21,5,47,30,3,27,2
0,15,3,18,20,12,50,18,6,29,8
23,3,6,28,10,15,53,32,1,12,6
13,4,3,16,10,9,35,20,1,14,7
1,18,6,10,20,11,41,25,5,33,5
2,11,7,23,13,9,45,20,5,24,3
3,14,3,12,16,6,34,20,4,27,6
19,10,4,23,21,12,56,33,1,22,7
11,7,7,19,10,13,42,25,3,17,5
9,15,4,26,22,5,53,28,4,29,3
20,8,0,26,12,6,44,28,1,20,10
25,1,13,30,12,14,56,39,1,9,2
5,13,3,17,23,5,45,21,4,26,5
17,2,4,23,18,5,46,23,2,11,3
8,6,0,17,11,9,37,14,3,17,10
6,9,4,14,15,6,35,19,4,21,5
16,9,10,22,10,15,47,35,2,21,4
2,8,6,12,13,8,33,16,5,19,3
16,4,0,25,25,15,65,20,2,14,10
9,9,9,17,20,13,50,27,3,21,3
7,3,1,19,11,12,42,11,4,12,9
12,5,8,15,14,15,44,25,1,15,5
0,1,7,11,10,12,33,8,6,9,5
4,0,7,23,12,8,43,11,5,8,2
6,0,6,20,24,11,55,12,4,8,5
1,7,11,15,12,15,42,19,6,18,3
4,3,14,19,25,15,59,21,5,12,2
14,0,4,29,23,6,58,18,3,8,4
13,4,2,26,13,6,45,19,3,13,7
10,2,5,14,12,14,40,17,2,11,7
6,7,5,23,18,6,47,18,4,18,3
9,10,14,19,17,15,51,33,3,22,2
18,8,7,20,25,15,60,33,1,19,5
13,12,5,22,16,9,47,30,2,25,5
0,3,0,15,15,9,39,3,6,12,10
4,9,4,28,11,6,45,17,5,20,4
16,11,2,17,12,5,34,29,1,24,7
15,14,11,23,23,13,59,40,2,27,2
15,3,11,17,23,15,55,29,1,12,3
15,18,4,23,20,7,50,37,2,33,5
5,14,1,17,16,5,38,20,4,28,9
23,5,5,24,20,10,54,33,1,15,6
7,5,5,14,14,11,39,17,3,15,6
10,13,9,13,15,13,41,32,1,26,4
12,3,5,16,13,13,42,20,2,12,6
12,12,4,20,18,9,47,28,2,24,6
10,6,6,10,24,6,40,22,1,16,2
9,5,7,20,13,11,44,21,3,15,4
8,3,7,17,19,13,49,18,3,12,5
11,8,1,19,11,8,38,20,2,19,9
8,24,7,27,25,7,59,39,4,41,2
21,21,3,25,21,10,56,45,1,38,8
13,5,3,23,15,9,47,21,2,15,7
13,14,6,15,18,13,46,33,1,27,6
2,12,0,10,20,8,38,14,5,25,10
16,7,0,21,18,14,53,23,1,18,10
9,2,3,20,16,9,45,14,3,11,7
16,18,14,20,20,14,54,48,1,33,2
1,1,7,13,13,13,39,9,6,10,5
5,22,0,13,22,9,44,27,4,38,10
7,11,7,14,12,11,37,25,3,23,5
2,8,5,12,10,8,30,15,5,19,5
4,16,8,15,16,8,39,28,4,31,2
13,2,12,30,22,12,64,27,3,10,2
7,7,2,18,10,10,38,16,4,18,8
19,0,1,25,11,12,48,20,1,8,9
13,6,5,20,16,7,43,24,2,16,4
11,8,0,23,22,7,52,19,3,19,10
22,0,4,25,23,15,63,26,1,8,8
15,15,4,15,23,10,48,34,1,29,6
9,1,0,23,12,5,40,10,3,9,10
12,13,0,15,24,10,49,25,1,26,10
8,5,0,12,10,10,32,13,2,15,10
17,20,6,18,23,9,50,43,1,36,4
15,9,2,24,13,14,51,26,2,21,9
14,13,8,18,14,13,45,35,1,27,4
29,4,2,29,22,10,61,35,1,14,8
5,0,10,12,10,11,33,15,3,8,2
7,14,5,14,15,15,44,26,3,28,7
7,7,3,13,19,5,37,17,3,18,5
10,12,6,28,20,7,55,28,4,24,3
0,5,1,22,10,6,38,6,6,15,9
7,16,8,26,20,9,55,31,4,30,2
3,19,4,16,21,5,42,26,5,34,3
17,3,3,25,17,7,49,23,2,12,7
10,7,6,22,11,6,39,23,3,18,2
10,9,8,29,10,8,47,27,4,20,2
4,5,10,21,15,15,51,19,5,15,3
8,4,8,12,13,9,34,20,2,13,2
19,13,6,21,24,8,53,38,1,27,3
13,7,2,14,23,15,52,22,1,18,9
7,1,4,14,23,7,44,12,3,9,5
0,7,6,30,12,6,48,13,6,18,2
8,7,5,16,25,9,50,20,3,18,5
6,8,1,18,19,11,48,15,4,19,9
5,4,11,26,16,11,53,20,4,13,2
9,9,2,10,17,6,33,20,1,20,7
17,17,7,22,25,7,54,41,1,32,2
13,19,2,29,22,15,66,34,3,35,9
2,9,11,21,10,11,42,22,5,21,2
11,20,9,11,21,14,46,40,1,36,4
13,14,0,14,16,6,36,27,1,28,10
29,12,11,29,21,15,65,52,1,25,3
9,6,3,29,17,10,56,18,4,16,8
9,17,3,18,18,11,47,29,3,32,8
9,22,4,11,23,5,39,35,1,39,4
13,5,6,16,12,6,34,24,1,15,2
1,11,4,24,12,14,50,16,6,23,8
19,4,9,28,11,15,54,32,2,13,4
13,16,6,17,21,6,44,35,1,31,2
25,15,1,25,17,13,55,41,1,29,9
7,22,1,20,22,6,48,30,4,39,8
6,17,5,12,25,8,45,28,3,32,5
23,13,6,23,18,9,50,42,1,26,4
23,3,1,30,20,6,56,27,1,12,9
5,12,7,20,18,7,45,24,4,25,2
1,11,5,13,12,7,32,17,5,23,3
11,16,3,20,24,5,49,30,3,30,5
2,2,3,24,14,12,50,7,5,11,7
16,10,7,18,25,13,56,33,1,22,5
10,9,9,12,16,12,40,28,1,21,3
14,5,0,17,14,5,36,19,1,15,10
5,9,5,13,24,9,46,19,4,21,5
9,9,5,23,20,6,49,23,4,21,3
6,6,1,20,14,5,39,13,4,17,8
18,4,5,28,17,12,57,27,2,13,6
0,20,8,12,23,9,44,28,6,36,2
2,4,2,11,25,7,43,8,5,13,7
9,2,0,26,10,13,49,11,4,11,10
2,1,5,17,12,15,44,8,5,9,7
17,9,1,18,13,7,38,27,1,21,9
26,4,4,27,16,13,56,34,1,14,7
0,8,1,11,18,11,40,9,6,20,9
0,11,7,16,19,9,44,18,6,24,3
22,7,9,24,21,10,55,38,1,18,2
8,10,2,11,13,12,36,20,2,22,8
3,14,0,12,20,9,41,17,4,28,10
5,20,5,10,21,8,39,30,3,36,4
3,21,9,16,22,15,53,33,5,38,4
8,4,5,10,11,8,29,17,1,13,4
0,13,8,29,17,12,58,21,6,26,4
1,11,0,25,22,14,61,12,6,24,10
8,13,2,10,24,10,44,23,2,26,8
0,2,0,11,12,5,28,2,6,11,10
5,12,3,27,23,8,58,20,4,24,6
21,22,8,28,23,12,63,51,2,39,3
11,20,8,15,22,10,47,39,2,36,2
9,3,2,17,15,12,44,14,3,12,9
4,13,4,29,22,10,61,21,5,26,6
11,0,5,18,24,7,49,16,2,8,4
15,11,5,16,12,15,43,31,1,23,7
3,8,2,11,10,7,28,13,4,19,8
0,8,6,12,20,6,38,14,6,19,2
9,8,14,12,23,15,50,31,2,19,2
12,8,8,19,14,10,43,28,2,20,2
3,12,3,10,16,6,32,18,4,25,6
15,12,3,17,16,10,43,30,1,25,8
7,5,0,20,10,7,37,12,4,15,10
14,24,1,27,24,8,59,39,3,41,8
18,1,3,23,11,8,42,22,1,10,6
8,3,4,20,25,15,60,15,4,12,8
10,16,2,12,24,14,50,28,1,30,8
18,15,4,30,15,9,54,37,2,29,6
1,7,5,11,19,5,35,13,5,18,2
29,0,6,29,16,10,55,35,1,8,5
11,15,9,20,23,10,53,35,3,29,2
3,2,0,12,12,10,34,5,4,11,10
7,1,14,15,19,14,48,22,3,10,2
12,0,5,12,10,6,28,17,1,8,3
16,12,6,25,20,10,55,34,2,25,5
18,12,2,27,20,13,60,32,2,24,8
17,8,0,23,14,10,47,25,2,19,10
1,7,5,17,25,12,54,13,5,18,6
11,0,5,16,13,11,40,16,2,8,6
4,1,5,18,19,11,48,10,4,10,5
12,11,1,17,12,5,34,24,2,24,9
27,7,3,27,17,13,57,37,1,18,8
1,19,6,26,20,10,56,26,5,34,4
23,20,11,24,24,14,62,54,1,36,3
0,5,6,22,13,14,49,11,6,15,6
27,4,10,28,16,12,56,41,1,13,3
13,9,5,29,12,8,49,27,3,20,4
27,8,11,28,12,11,51,46,1,19,2
9,0,5,30,16,7,53,14,4,8,4
8,6,3,26,19,13,58,17,4,17,7
9,2,5,29,11,10,50,16,4,11,5
9,14,7,19,14,7,40,30,3,28,2
6,14,2,26,15,10,51,22,4,28,9
20,6,9,22,19,11,52,35,1,16,2
4,21,1,11,24,12,47,26,4,37,9
17,6,1,20,21,9,50,24,1,17,9
21,7,0,22,23,6,51,28,1,17,10
12,16,5,25,17,5,47,33,3,30,2
11,15,1,26,25,15,66,27,3,29,10
11,8,4,11,24,14,49,23,1,19,7
28,17,2,28,24,11,63,47,1,32,9
12,8,1,15,23,7,45,21,1,20,9
2,10,4,28,25,15,68,16,5,22,8
3,0,7,14,17,8,39,10,4,8,2
21,12,6,30,19,7,56,39,2,25,3
17,4,7,28,19,11,58,28,2,13,4
14,14,1,20,21,7,48,29,2,27,8
6,15,2,16,17,8,41,23,3,29,8
2,8,5,25,10,5,40,15,5,20,2
2,6,3,20,12,9,41,11,5,17,7
7,9,4,25,19,7,51,20,4,20,5
14,21,13,23,21,13,57,48,2,37,2
16,8,8,18,19,14,51,32,1,19,5
27,14,13,29,25,15,69,54,1,28,2
2,10,10,28,15,15,58,22,6,22,3
4,15,13,23,18,13,54,32,5,29,2
2,7,1,20,22,10,52,10,5,18,9
7,22,0,12,25,5,42,29,3,39,10
8,11,0,15,17,11,43,19,3,24,10
12,5,4,15,11,6,32,21,1,15,4
4,3,13,27,23,15,65,20,5,12,2
19,5,7,19,14,8,41,31,1,15,3
13,14,8,28,15,14,57,35,3,27,5
7,6,1,19,25,9,53,14,4,17,9
9,8,7,12,18,14,44,24,1,19,5
9,2,1,21,12,7,40,12,3,11,8
3,0,7,10,16,13,39,10,4,8,5
0,14,0,20,25,10,55,14,6,28,10
1,3,0,12,11,15,38,4,5,13,10
7,3,5,16,11,10,37,15,3,12,5
18,17,9,23,17,15,55,44,1,32,4
1,2,1,11,24,7,42,4,5,10,9
18,1,8,22,22,12,56,27,1,9,4
2,8,9,27,12,13,52,19,6,19,4
22,3,4,26,11,10,47,29,1,13,6
30,8,0,30,15,9,54,38,1,19,10
28,5,7,29,14,7,50,40,1,15,2
7,12,3,17,21,5,43,22,3,24,5
8,15,5,15,17,7,39,28,3,29,3
3,0,9,12,18,11,41,12,4,8,2
15,9,2,17,25,13,55,26,1,21,9
30,5,1,30,15,10,55,36,1,15,9
7,8,1,28,10,5,43,16,4,19,8
9,7,11,20,15,14,49,27,3,18,3
14,2,2,25,13,8,46,18,2,11,8
18,8,11,24,20,15,59,37,2,19,3
5,6,2,13,23,8,44,13,4,17,8
4,9,2,14,20,9,43,15,4,20,8
3,7,0,22,11,7,40,10,5,18,10
21,18,6,24,22,10,56,45,1,33,5
14,5,3,18,14,6,38,22,1,15,5
14,17,4,20,19,15,54,35,2,32,8
13,4,10,17,19,10,46,27,1,14,2
5,18,1,29,20,14,63,24,5,33,10
3,13,4,22,23,10,55,20,5,27,7
24,14,13,30,14,15,59,51,1,28,2
4,17,4,10,22,8,40,25,4,32,5
3,1,5,29,11,7,47,9,5,9,4
11,13,9,23,23,12,58,33,3,26,3
9,8,4,21,15,7,43,21,3,19,5
4,10,2,14,12,15,41,16,4,22,9
6,0,10,11,16,13,40,16,3,8,3
1,18,10,19,21,11,51,29,5,33,2
19,16,8,27,17,10,54,43,2,31,2
18,8,7,20,11,11,42,33,1,19,4
7,0,2,27,10,8,45,9,4,8,7
1,1,8,11,10,11,32,10,5,9,3
15,2,0,18,18,11,47,17,1,11,10
19,6,2,27,14,10,51,27,2,16,8
8,6,1,10,12,9,31,15,1,17,9
18,10,2,29,10,6,45,30,2,22,7
16,10,3,18,20,5,43,29,1,22,5
8,15,0,12,17,9,38,23,2,29,10
8,3,4,11,11,12,34,15,2,12,7
2,6,8,10,24,10,44,16,5,16,3
2,5,5,20,10,5,35,12,5,15,2
4,11,3,11,18,5,34,18,4,23,5
16,0,13,19,21,14,54,29,1,8,2
11,1,6,12,23,8,43,18,1,9,3
13,8,12,23,13,12,48,33,2,19,2
17,12,3,30,19,8,57,32,3,25,7
18,4,4,18,17,7,42,26,1,14,5
12,13,2,25,20,10,55,27,3,26,8
1,0,5,26,15,10,51,6,5,8,6
22,0,1,24,15,7,46,23,1,8,8
12,0,10,26,22,10,58,22,3,8,2
21,7,10,24,19,14,57,38,1,18,3
10,4,5,12,15,11,38,19,1,13,6
6,24,0,23,25,5,53,30,4,41,10
10,4,7,16,20,11,47,21,2,14,4
4,12,3,16,18,8,42,19,4,25,6
9,6,2,22,17,6,45,17,4,16,7
10,4,4,29,16,5,50,18,4,13,3
14,1,5,28,19,7,54,20,3,10,3
17,0,2,24,16,12,52,19,1,8,9
0,10,7,18,10,14,42,17,6,22,5
7,19,15,11,20,15,46,41,2,34,2
7,1,10,11,14,10,35,18,2,9,2
12,17,8,13,17,12,42,37,1,32,4
5,5,4,19,20,6,45,14,4,15,4
20,12,2,26,15,13,54,34,1,25,9
15,2,5,19,11,7,37,22,1,11,4
7,10,3,29,19,10,58,20,4,22,8
0,1,2,10,10,14,34,3,6,9,8
14,9,11,30,14,13,57,34,3,21,2
0,12,1,10,22,6,38,13,6,24,8
6,1,12,19,17,13,49,19,4,9,2
13,18,3,24,20,13,57,34,3,33,8
7,7,11,19,14,11,44,25,4,17,2
3,4,1,15,23,12,50,8,5,13,9
5,6,6,19,12,10,41,17,4,16,5
18,16,11,19,16,12,47,45,1,31,2
13,16,2,25,18,6,49,31,3,30,8
22,22,6,26,25,11,62,50,1,39,5
6,16,7,24,25,9,58,29,4,30,3
3,24,2,22,24,15,61,29,5,41,9
10,0,8,18,23,8,49,18,2,8,2
7,1,2,16,13,11,40,10,3,9,8
18,9,2,26,20,5,51,29,2,20,7
27,9,4,27,23,11,61,40,1,20,7
4,3,5,13,14,15,42,12,4,13,7
17,13,11,21,13,11,45,41,1,26,2
8,17,5,15,24,9,48,30,3,32,5
5,4,6,29,20,12,61,15,5,13,6
3,15,14,10,24,14,48,32,4,29,2
9,15,4,30,24,11,65,28,4,29,7
5,14,5,24,20,5,49,24,5,28,2
8,1,7,22,16,11,49,16,4,9,4
1,19,6,25,19,15,59,26,6,35,6
2,2,1,16,12,12,40,5,5,11,10
0,10,2,17,22,6,45,12,6,22,7
28,4,10,30,14,10,54,42,1,14,2
15,0,12,16,10,12,38,27,1,8,2
23,5,6,30,12,11,53,34,1,15,5
5,22,7,11,25,11,47,34,3,39,4
13,8,5,14,12,15,41,26,1,19,7
11,1,6,12,23,8,43,18,1,10,4
0,16,7,19,17,11,47,23,6,30,4
21,7,7,25,10,13,48,35,1,18,5
15,2,7,21,10,10,41,24,1,11,3
9,0,8,18,15,13,46,17,3,8,5
1,14,1,12,18,14,44,16,5,27,10
10,7,4,12,14,14,40,21,1,17,7
6,15,1,27,21,6,54,22,5,29,9
22,14,11,22,14,15,51,47,1,28,3
16,2,11,18,14,13,45,29,1,11,2
9,14,5,22,16,8,46,28,3,28,4
9,6,5,13,23,6,42,20,2,17,3
12,10,0,17,16,12,45,22,2,22,10
1,20,10,15,22,15,52,31,5,36,3
3,1,4,20,24,5,49,8,5,10,3
4,13,8,27,25,8,60,25,5,26,2
8,0,7,20,21,7,48,15,4,8,2
8,1,0,20,20,7,47,9,3,9,10
23,19,1,27,21,9,57,43,1,35,9
15,5,5,16,15,5,36,25,1,15,2
3,1,9,26,13,15,54,13,5,9,4
13,11,5,29,13,7,49,29,3,24,4
10,2,3,18,23,7,48,15,3,10,7
14,0,7,27,21,8,56,21,3,8,2
9,5,0,25,14,8,47,14,4,15,10
1,20,1,22,23,6,51,22,6,36,9
27,1,6,29,14,9,52,34,1,9,4
5,1,7,13,24,13,50,13,3,9,5
10,9,5,20,11,6,37,24,3,20,3
15,16,10,15,20,13,48,41,1,31,3
20,14,1,20,16,7,43,35,1,28,8
20,19,3,21,24,10,55,42,1,35,7
5,19,3,13,21,8,42,27,4,35,7
13,2,7,18,14,12,44,22,2,10,4
9,8,12,13,11,14,38,29,2,20,2
4,18,10,10,20,15,45,32,4,33,4
15,8,7,22,20,9,51,30,2,19,3
16,1,10,23,15,14,52,27,2,10,3
1,2,11,30,19,13,62,14,6,11,2
7,12,1,10,23,14,47,20,2,25,10
2,5,2,24,11,15,50,9,5,15,9
2,14,3,10,15,5,30,19,5,28,5
8,2,0,10,14,7,31,10,1,11,10
4,12,4,13,14,15,42,20,4,25,8
5,10,11,16,22,13,51,26,4,22,2
5,3,4,13,19,13,45,12,4,12,7
14,4,3,14,21,7,42,21,1,14,6
12,9,1,27,17,13,57,22,3,20,10
11,6,6,23,20,9,52,23,3,16,4
10,1,6,10,10,14,34,17,1,9,6
3,8,8,15,13,10,38,19,4,19,3
2,7,6,16,24,12,52,15,5,18,5
10,9,1,11,14,9,34,20,1,20,9
10,14,5,19,19,11,49,29,3,28,6
5,1,2,22,12,7,41,8,4,9,7
19,8,11,26,16,11,53,38,2,19,2
5,13,8,18,22,9,49,26,4,26,2
18,7,4,26,24,13,63,29,2,18,7
7,3,3,23,14,7,44,13,4,13,6
8,6,5,13,18,5,36,19,2,16,2
22,15,10,30,19,14,63,47,1,29,4
13,18,9,13,21,9,43,40,1,33,2
2,6,4,10,12,5,27,12,4,16,3
4,24,3,10,25,12,47,31,4,41,8
13,8,4,27,11,10,48,25,3,19,6
2,4,3,12,14,5,31,9,5,13,5
13,12,0,18,20,6,44,25,2,25,10
11,15,2,29,17,10,56,28,4,29,8
23,9,4,30,11,6,47,36,1,20,4
17,5,2,24,21,7,52,24,2,15,8
0,5,7,20,24,14,58,12,6,15,5
17,1,1,17,12,15,44,19,1,9,9
3,9,8,16,22,9,47,20,5,20,2
11,3,5,14,11,8,33,19,1,12,4
3,12,13,25,13,14,52,28,5,25,2
10,10,9,13,15,11,39,29,1,22,3
3,15,2,16,18,6,40,20,5,29,7
4,3,4,18,14,11,43,11,5,12,6
4,2,1,16,11,8,35,7,4,11,9
8,6,9,19,12,15,46,23,3,16,4
19,2,4,19,17,10,46,25,1,11,7
18,6,3,22,14,6,42,27,1,17,5
16,8,2,17,14,6,37,26,1,19,7
21,2,4,25,10,5,40,27,1,11,3
10,18,10,30,19,14,63,38,4,33,3
6,5,6,21,19,6,46,17,4,15,2
3,0,3,22,10,10,42,6,5,8,7
9,5,8,15,12,10,37,22,3,15,3
11,0,7,15,19,15,49,18,2,8,6
20,2,4,21,20,13,54,26,1,10,7
8,12,9,11,21,11,43,29,2,25,3
2,6,5,23,12,15,50,13,5,17,7
6,9,4,20,13,6,39,19,4,20,4
1,10,6,19,17,11,47,17,6,22,5
9,12,1,11,16,5,32,22,1,25,9
9,17,1,23,24,9,56,27,3,32,9
25,10,6,30,22,10,62,41,1,22,5
1,7,11,12,14,14,40,19,5,18,3
10,14,4,21,20,10,51,28,3,27,7
2,0,7,12,22,11,45,9,5,8,4
21,8,0,21,15,6,42,29,1,20,10
20,1,1,24,24,8,56,22,1,9,9
15,7,7,28,16,8,52,29,3,17,3
6,13,8,24,13,9,46,27,4,27,2
3,8,3,16,10,12,38,14,5,19,8
5,2,8,16,13,8,37,15,4,11,2
12,2,11,28,12,13,53,25,3,11,2
5,19,15,26,23,15,64,39,4,35,2
20,21,4,26,25,5,56,45,1,37,3
12,13,4,23,24,12,59,29,3,26,7
4,1,5,27,20,10,57,10,5,9,6
20,5,9,23,17,14,54,34,1,15,4
7,5,1,15,15,14,44,13,3,15,9
4,10,12,19,12,13,44,26,5,22,2
15,18,6,18,25,12,55,39,1,33,5
6,24,7,16,24,14,54,37,4,42,6
7,7,4,23,10,7,40,18,4,18,5
6,12,1,14,12,13,39,19,3,25,10
1,21,0,16,22,7,45,22,5,38,10
15,15,1,26,16,9,51,31,2,29,9
2,9,8,21,17,15,53,19,5,20,5
15,5,1,23,19,7,49,21,2,15,9
17,10,0,26,11,7,44,27,2,22,10
22,21,13,23,25,13,61,56,1,38,2
9,8,2,17,15,6,38,19,3,19,7
14,7,1,20,10,5,35,22,2,18,9
0,0,13,19,16,14,49,13,6,8,2
13,9,5,25,11,5,41,27,3,21,2
4,13,4,14,21,7,42,21,4,26,5
6,0,5,21,11,9,41,11,4,8,5
17,6,5,24,12,8,44,28,2,16,4
11,12,11,17,17,11,45,34,2,25,2
16,19,0,18,25,12,55,35,1,35,10
6,14,7,11,25,8,44,27,3,27,3
9,2,10,18,11,13,42,21,3,11,3
16,16,1,21,25,10,56,33,1,30,9
0,10,12,21,20,12,53,22,6,22,2
3,4,1,30,13,5,48,8,5,13,8
9,14,2,22,23,13,58,25,4,28,9
10,9,1,17,24,9,50,20,3,21,9
9,6,1,10,11,9,30,16,1,17,9
7,2,3,13,21,13,47,12,3,11,8
15,21,3,29,25,12,66,39,3,37,8
6,13,3,20,17,5,42,22,4,26,5
26,6,3,26,13,5,44,35,1,17,5
2,6,1,11,24,7,42,9,5,16,9
10,3,5,14,13,5,32,18,2,12,2
2,0,1,21,11,5,37,3,5,8,8
1,8,0,17,23,10,50,9,6,19,10
2,21,8,18,25,14,57,31,5,37,4
1,16,6,25,18,12,55,23,6,30,6
5,12,3,18,15,7,40,20,4,25,6
17,2,0,19,15,8,42,19,1,10,10
13,5,7,13,10,10,33,25,1,15,3
11,9,1,13,13,14,40,21,1,20,10
8,6,1,22,23,6,51,15,4,16,8
14,3,2,18,22,9,49,19,2,13,8
3,3,10,15,11,13,39,16,5,12,3
22,1,10,25,13,14,52,33,1,9,4
13,11,5,23,14,7,44,29,3,24,3
7,14,10,16,22,11,49,31,3,28,2
6,17,5,28,24,12,64,28,5,32,6
3,10,0,10,24,11,45,13,4,22,10
6,9,4,19,20,9,48,19,4,21,6
10,24,6,27,25,8,60,40,4,41,4
11,8,7,18,21,15,54,26,2,19,6
4,6,1,27,23,12,62,11,5,16,10
7,11,6,25,15,7,47,24,4,24,3
5,10,3,17,20,15,52,18,4,22,8
10,0,1,20,16,11,47,11,3,8,10
1,9,0,18,20,8,46,10,5,20,10
3,3,13,16,12,13,41,19,5,12,2
17,1,6,18,23,9,50,24,1,10,4
7,20,4,16,25,7,48,31,3,36,5
8,3,5,23,16,11,50,16,4,13,6
24,4,1,28,13,12,53,29,1,14,9
1,8,9,23,10,14,47,18,6,19,4
4,4,8,14,13,12,39,16,4,14,4
27,4,13,28,13,14,55,44,1,14,2
10,8,0,21,25,12,58,18,3,19,10
1,1,0,11,18,13,42,2,5,10,10
10,13,7,10,14,15,39,30,1,26,5
9,15,5,20,20,6,46,29,3,29,3
15,2,6,26,25,11,62,23,2,11,5
18,11,4,27,18,14,59,33,2,23,7
11,1,6,11,15,7,33,18,1,10,2
3,6,11,11,22,14,47,20,4,16,3
3,14,4,12,25,10,47,21,4,28,6
15,14,4,24,14,14,52,33,2,27,7
4,1,4,27,20,14,61,9,5,9,7
8,6,8,29,23,8,60,22,4,16,2
1,8,7,12,11,13,36,16,5,20,5
12,4,0,12,10,5,27,16,1,13,10
7,10,4,25,10,6,41,21,4,22,5
12,12,4,23,21,7,51,28,3,25,5
0,16,4,18,17,6,41,20,6,30,5
2,4,1,15,17,15,47,7,5,14,9
13,19,2,14,25,6,45,34,1,35,7
6,9,1,13,15,6,34,16,3,21,9
9,14,1,25,21,9,55,24,4,27,9
14,10,1,22,11,10,43,25,2,22,9
7,2,5,12,12,11,35,14,2,10,6
3,6,0,28,20,7,55,9,5,16,10
13,3,2,25,17,7,49,18,3,12,8
12,10,5,12,11,5,28,27,1,22,2
7,2,10,16,23,11,50,19,3,11,2
6,6,0,16,18,6,40,12,4,16,10
25,1,6,27,10,14,51,32,1,10,6
10,17,0,12,25,5,42,27,1,32,10
17,11,3,21,16,7,44,31,1,24,6
15,18,7,25,22,8,55,40,2,33,2
19,8,3,26,20,6,52,30,2,19,6
23,21,2,29,24,14,67,46,1,37,8
